Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,YoutubeLinks.Sdk\YoutubeLinks.Sdk.csproj,File,YoutubeLinks.Sdk\Clients\ApiClient.cs,146,8,T:System.Net.Http.HttpContent,,,,,var error = await response.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,YoutubeLinks.Sdk\YoutubeLinks.Sdk.csproj,File,YoutubeLinks.Sdk\Clients\ApiClient.cs,87,8,T:System.Net.Http.HttpContent,,,,,request.Content = JsonContent.Create(tRequest);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,YoutubeLinks.Sdk\YoutubeLinks.Sdk.csproj,File,YoutubeLinks.Sdk\Clients\ApiClient.cs,78,8,T:System.Net.Http.HttpContent,,,,,var tResponse = await response.Content.ReadFromJsonAsync<TResponse>();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,YoutubeLinks.Sdk\YoutubeLinks.Sdk.csproj,File,YoutubeLinks.Sdk\Clients\ApiClient.cs,53,8,T:System.Net.Http.HttpContent,,,,,var tResponse = await response.Content.ReadFromJsonAsync<TResponse>();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,YoutubeLinks.Sdk\YoutubeLinks.Sdk.csproj,File,YoutubeLinks.Sdk\Clients\ApiClientsExtensions.cs,17,8,M:System.TimeSpan.FromMinutes(System.Int64),,,,,"services.AddScoped(sp => new HttpClient          {              BaseAddress = new Uri(apiOptions.Url),              Timeout = TimeSpan.FromMinutes(60)          });"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,YoutubeLinks.Sdk\YoutubeLinks.Sdk.csproj,File,YoutubeLinks.Sdk\Clients\ApiClientsExtensions.cs,17,8,T:System.Uri,,,,,"services.AddScoped(sp => new HttpClient          {              BaseAddress = new Uri(apiOptions.Url),              Timeout = TimeSpan.FromMinutes(60)          });"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,YoutubeLinks.Sdk\YoutubeLinks.Sdk.csproj,File,YoutubeLinks.Sdk\Clients\ApiClientsExtensions.cs,17,8,M:System.Uri.#ctor(System.String),,,,,"services.AddScoped(sp => new HttpClient          {              BaseAddress = new Uri(apiOptions.Url),              Timeout = TimeSpan.FromMinutes(60)          });"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,YoutubeLinks.Sdk\YoutubeLinks.Sdk.csproj,File,YoutubeLinks.Sdk\Clients\ApiClientsExtensions.cs,17,8,T:System.Uri,,,,,"services.AddScoped(sp => new HttpClient          {              BaseAddress = new Uri(apiOptions.Url),              Timeout = TimeSpan.FromMinutes(60)          });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,YoutubeLinks.Sdk\YoutubeLinks.Sdk.csproj,File,YoutubeLinks.Sdk\Clients\ApiClientsExtensions.cs,14,8,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,services.Configure<ApiOptions>(configuration.GetRequiredSection(_sectionName));
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,YoutubeLinks.Shared\YoutubeLinks.Shared.csproj,File,YoutubeLinks.Shared\YoutubeLinks.Shared.csproj,,,,,,,,Current target framework: net10.0 Recommended target framework: net11.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,YoutubeLinks.Shared\YoutubeLinks.Shared.csproj,File,YoutubeLinks.Shared\Features\Users\Helpers\AuthConsts.cs,8,55,M:System.TimeSpan.FromMinutes(System.Int64),,,,,TimeSpan.FromMinutes(5)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,YoutubeLinks.Shared\YoutubeLinks.Shared.csproj,File,YoutubeLinks.Shared\Features\Users\Helpers\AuthConsts.cs,6,49,M:System.TimeSpan.FromDays(System.Int32),,,,,TimeSpan.FromDays(7)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,YoutubeLinks.Shared\YoutubeLinks.Shared.csproj,File,YoutubeLinks.Shared\Features\Users\Helpers\AuthConsts.cs,4,48,M:System.TimeSpan.FromHours(System.Int32),,,,,TimeSpan.FromHours(6)
NuGet.0005,NuGet package is deprecated,Active,Optional,1,YoutubeLinks.UnitTests\YoutubeLinks.UnitTests.csproj,File,YoutubeLinks.UnitTests\YoutubeLinks.UnitTests.csproj,,,xunit 2.9.3,,,,,"xunit, 2.9.3  Recommendation:  This package will only be updated for security issues. All future feature work has moved onto v3.  Guide for migrating from xUnit.net v2 to v3: https://xunit.net/docs/getting-started/v3/migration Remove xunit, and replace with new package xunit, 2.9.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,YoutubeLinks.UnitTests\YoutubeLinks.UnitTests.csproj,File,YoutubeLinks.UnitTests\YoutubeLinks.UnitTests.csproj,,,,,,,,Current target framework: net10.0 Recommended target framework: net11.0
